"","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00016000-08",NA,0,0,NA,NA,0,NA,NA,1,NA,NA,NA
"NCGC00254209-01",NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00164559-01",NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00162178-02",0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00181142-02",NA,0,NA,NA,NA,1,1,NA,1,NA,NA,NA
"NCGC00091563-01",NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,0
"NCGC00015195-03",NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,1
"NCGC00090782-03",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00254471-01",1,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"NCGC00091010-01",0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00167582-01",0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00254240-01",0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00016373-03",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"NCGC00253967-01",1,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00166290-02",0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00188863-01",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA
"NCGC00024762-02",NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
"NCGC00160568-01",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00159517-02",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00257736-01",NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA
"NCGC00159417-06",NA,0,NA,NA,NA,NA,1,NA,0,NA,1,NA
"NCGC00249418-01",NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA
"NCGC00015802-08",0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA
"NCGC00015856-08",1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00186460-01",NA,0,NA,NA,NA,1,NA,NA,1,NA,1,NA
"NCGC00091023-01",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00255228-01",0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00256908-01",0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00254709-01",NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA
"NCGC00259079-01",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"NCGC00254226-01",0,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00090752-03",NA,0,0,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00254091-01",NA,0,NA,NA,NA,NA,NA,NA,0,1,1,NA
"NCGC00254272-01",NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00093644-01",NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,1
"NCGC00166070-01",0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"NCGC00095016-01",0,0,NA,0,NA,NA,NA,NA,0,NA,1,NA
"NCGC00164610-01",NA,0,0,1,NA,NA,0,NA,NA,NA,1,NA
"NCGC00016059-05",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00257342-01",0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00255759-01",NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1
"NCGC00259570-01",1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1
"NCGC00159441-02",0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00255770-01",0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"NCGC00255995-01",0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
"NCGC00257543-01",0,0,NA,1,NA,0,NA,1,NA,NA,NA,NA
"NCGC00183020-01",0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"NCGC00016748-01",NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1
"NCGC00256180-01",NA,0,0,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00181159-01",NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00256347-01",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"NCGC00255136-01",1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA
"NCGC00015747-03",NA,0,0,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00259338-01",NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,1
"NCGC00015889-05",0,0,NA,1,NA,NA,NA,NA,NA,NA,1,1
"NCGC00255326-01",NA,0,NA,NA,NA,1,NA,NA,1,NA,NA,1
"NCGC00167430-01",0,0,NA,1,NA,NA,0,NA,0,NA,NA,NA
"NCGC00255493-01",NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,1
"NCGC00024379-04",0,0,NA,1,NA,0,NA,NA,NA,NA,NA,0
"NCGC00258148-01",0,0,0,1,NA,NA,NA,NA,0,NA,NA,NA
"NCGC00164562-01",NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00255557-01",1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
"NCGC00260509-01",NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,1
"NCGC00021305-05",0,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00256396-01",NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,1
"NCGC00255766-01",NA,0,NA,NA,NA,1,1,NA,1,NA,NA,NA
"NCGC00160648-01",1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
"NCGC00254050-01",0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA
"NCGC00016786-01",NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,1
"NCGC00094932-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"NCGC00257297-01",0,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00164486-01",0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00183280-01",1,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
"NCGC00094813-01",1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1
"NCGC00255579-01",NA,0,NA,1,NA,NA,NA,0,NA,1,1,NA
"NCGC00018258-03",NA,0,NA,1,0,NA,0,NA,0,NA,NA,NA
"NCGC00161327-04",NA,0,0,0,NA,0,NA,NA,NA,NA,1,NA
"NCGC00161622-02",NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00259175-01",NA,0,NA,NA,NA,NA,1,1,NA,NA,1,NA
"NCGC00257038-01",1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1
"NCGC00254705-01",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"NCGC00254845-01",0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"NCGC00254699-01",NA,0,0,1,NA,0,NA,NA,NA,0,NA,NA
"NCGC00259118-01",NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA
"NCGC00166241-01",0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00260454-01",1,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA
"NCGC00188865-01",NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,1
"NCGC00025155-01",NA,0,0,1,NA,0,NA,NA,NA,NA,NA,1
"NCGC00168746-01",NA,NA,NA,1,NA,0,NA,NA,NA,NA,1,0
"NCGC00013319-01",NA,0,1,1,NA,NA,NA,NA,NA,NA,1,0
"NCGC00016447-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"NCGC00254270-01",1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"NCGC00256573-01",0,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00255864-01",0,0,NA,1,NA,0,NA,NA,NA,NA,1,NA
"NCGC00260175-01",NA,0,NA,1,NA,NA,NA,1,NA,1,1,NA
"NCGC00255796-01",NA,0,NA,NA,NA,1,1,NA,NA,1,NA,NA
"NCGC00260180-01",0,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00163697-01",NA,0,NA,1,NA,NA,NA,NA,0,NA,1,1
"NCGC00254390-01",NA,0,NA,NA,NA,1,1,NA,NA,1,NA,NA
"NCGC00167963-01",NA,0,NA,0,NA,NA,NA,NA,0,NA,1,1
"NCGC00256739-01",NA,0,0,1,NA,0,NA,NA,0,NA,NA,NA
"NCGC00254455-01",0,0,NA,1,NA,1,NA,NA,0,NA,NA,NA
"NCGC00255310-01",0,0,NA,1,NA,0,NA,NA,0,NA,NA,NA
"NCGC00016336-01",NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0
"NCGC00257022-01",NA,NA,NA,1,NA,0,NA,NA,NA,0,NA,1
"NCGC00163473-01",0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0
"NCGC00024910-01",NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,1
"NCGC00161643-03",NA,0,NA,0,1,0,NA,NA,0,NA,NA,NA
"NCGC00255699-01",0,0,NA,1,NA,NA,NA,NA,NA,1,1,NA
"NCGC00260195-01",NA,0,NA,1,NA,NA,NA,1,0,NA,1,NA
"NCGC00255219-01",0,0,NA,1,NA,0,NA,NA,0,NA,NA,NA
"NCGC00259283-01",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1
"NCGC00256402-01",NA,0,NA,1,NA,NA,NA,1,0,1,NA,NA
"NCGC00258036-01",NA,0,NA,NA,NA,NA,0,1,NA,1,NA,NA
"NCGC00181150-01",0,0,NA,0,NA,NA,0,NA,NA,NA,1,NA
"NCGC00259224-01",NA,0,NA,NA,NA,1,NA,1,NA,NA,1,NA
"NCGC00259146-01",NA,0,NA,1,NA,0,NA,1,NA,NA,NA,1
"NCGC00258848-01",NA,0,NA,NA,NA,NA,0,NA,0,NA,1,NA
"NCGC00254629-01",0,0,NA,1,NA,NA,NA,NA,0,NA,1,NA
"NCGC00258196-01",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"NCGC00181085-01",0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00181104-02",NA,0,0,NA,NA,0,0,NA,NA,NA,1,NA
"NCGC00092386-03",0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00091469-01",0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00260260-01",NA,0,NA,NA,NA,NA,NA,NA,0,1,1,1
"NCGC00161826-01",NA,0,1,NA,NA,1,NA,NA,1,NA,NA,1
"NCGC00181143-01",NA,0,NA,NA,NA,0,0,NA,NA,NA,1,1
"NCGC00188346-01",1,0,NA,NA,NA,0,NA,NA,1,NA,0,NA
"NCGC00164283-01",0,0,NA,NA,1,1,NA,NA,NA,NA,1,NA
"NCGC00182056-02",NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,0
"NCGC00164568-01",1,0,NA,NA,NA,0,NA,NA,1,NA,1,NA
"NCGC00254253-01",0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA
"NCGC00016064-06",0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA
"NCGC00095992-01",NA,0,NA,NA,NA,0,1,NA,NA,NA,1,1
"NCGC00181142-01",0,0,NA,NA,NA,NA,1,NA,1,NA,NA,1
"NCGC00015817-05",0,0,NA,0,NA,NA,0,NA,0,NA,NA,0
"NCGC00160514-01",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1
"NCGC00254770-01",0,0,NA,1,NA,NA,1,1,0,NA,NA,NA
"NCGC00181782-01",0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00167488-01",0,0,NA,NA,NA,0,NA,NA,NA,NA,1,1
"NCGC00094205-01",NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA
"NCGC00095101-01",NA,1,NA,NA,0,NA,NA,NA,1,NA,1,1
"NCGC00018163-06",0,0,NA,NA,NA,0,NA,NA,NA,NA,1,1
"NCGC00013679-02",NA,0,NA,NA,NA,0,0,NA,NA,NA,1,1
"NCGC00255707-01",0,0,NA,NA,NA,0,NA,NA,0,NA,1,NA
"NCGC00260104-01",0,0,NA,NA,NA,0,NA,NA,0,NA,1,NA
"NCGC00166405-01",0,0,NA,NA,NA,0,0,NA,NA,NA,1,NA
"NCGC00254443-01",NA,0,1,NA,NA,NA,1,NA,NA,1,NA,1
"NCGC00164603-01",NA,0,0,0,NA,0,0,NA,0,NA,NA,NA
"NCGC00183118-01",0,1,1,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00181099-01",0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00094434-01",0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA
"NCGC00013226-01",0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA
"NCGC00259258-01",0,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"NCGC00181134-01",0,0,NA,NA,NA,0,0,NA,0,NA,NA,NA
"NCGC00016246-03",0,0,NA,NA,NA,0,0,NA,0,NA,NA,NA
"NCGC00159424-02",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0
"NCGC00015424-04",0,0,0,0,NA,0,0,NA,NA,NA,NA,NA
"NCGC00259513-01",0,0,NA,NA,NA,NA,0,1,0,NA,NA,NA
"NCGC00259505-01",0,0,NA,NA,NA,0,NA,NA,1,NA,NA,1
"NCGC00257300-01",NA,0,NA,NA,NA,1,NA,1,1,NA,1,NA
"NCGC00181022-01",0,0,NA,1,NA,NA,NA,NA,1,NA,0,1
"NCGC00160655-01",1,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00259010-01",0,0,NA,NA,NA,NA,NA,NA,0,1,NA,1
"NCGC00255788-01",0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA
"NCGC00254170-01",0,0,0,NA,NA,NA,NA,1,NA,NA,1,NA
"NCGC00166245-01",1,0,NA,1,1,NA,NA,NA,NA,NA,1,1
"NCGC00255689-01",0,0,0,NA,NA,NA,NA,NA,0,NA,NA,1
"NCGC00256057-01",0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA
"NCGC00254756-01",0,0,NA,NA,NA,0,NA,NA,0,NA,1,NA
"NCGC00254400-01",NA,0,NA,1,NA,0,NA,1,NA,0,NA,NA
"NCGC00167496-01",1,0,NA,1,NA,NA,0,NA,NA,NA,1,1
"NCGC00160478-01",1,0,0,NA,NA,NA,NA,NA,0,NA,NA,1
"NCGC00258326-01",NA,0,NA,NA,0,0,NA,NA,1,NA,NA,1
"NCGC00257343-01",0,0,NA,NA,NA,0,NA,NA,NA,1,1,NA
"NCGC00181798-01",0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00241097-01",NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,1
"NCGC00164545-01",1,0,NA,1,NA,1,1,NA,NA,NA,NA,1
"NCGC00014961-02",0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0
"NCGC00091950-01",1,0,NA,1,1,NA,NA,NA,NA,NA,1,1
"NCGC00254561-01",0,0,NA,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00257844-01",0,0,NA,NA,NA,1,NA,NA,0,NA,1,NA
"NCGC00254940-01",0,0,NA,NA,NA,NA,NA,1,0,1,NA,NA
"NCGC00015273-11",0,0,0,0,NA,0,NA,NA,0,NA,NA,NA
"NCGC00185761-01",0,0,0,0,NA,0,NA,NA,NA,NA,1,NA
"NCGC00168786-01",1,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00260446-01",1,0,0,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00181146-01",0,0,NA,1,NA,0,NA,NA,NA,NA,1,NA
"NCGC00258281-01",0,0,NA,NA,NA,NA,NA,1,1,1,NA,NA
"NCGC00160530-01",0,0,NA,NA,NA,NA,0,NA,0,NA,NA,0
"NCGC00159478-02",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0
"NCGC00160523-01",0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1
"NCGC00255225-01",1,0,0,NA,NA,NA,NA,NA,0,NA,NA,1
"NCGC00254153-01",0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA
"NCGC00185772-01",NA,0,NA,0,0,NA,NA,NA,1,NA,NA,1
"NCGC00260530-01",0,0,NA,NA,NA,NA,0,NA,0,NA,1,NA
"NCGC00015385-12",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1
"NCGC00260326-01",NA,0,NA,NA,NA,1,NA,NA,1,1,NA,0
"NCGC00260137-01",NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,0
"NCGC00253991-01",0,0,0,NA,NA,0,NA,1,NA,NA,NA,NA
"NCGC00164625-02",0,1,NA,1,1,NA,NA,NA,0,NA,NA,0
"NCGC00258325-01",1,0,NA,1,NA,NA,NA,0,0,1,NA,NA
"NCGC00259729-01",NA,0,1,NA,NA,1,1,NA,NA,1,NA,NA
"NCGC00167566-01",NA,0,NA,0,0,0,1,NA,NA,NA,1,NA
"NCGC00249613-01",0,0,NA,NA,NA,NA,NA,NA,1,NA,0,1
"NCGC00259026-01",0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00258275-01",1,0,NA,NA,0,NA,NA,NA,0,NA,NA,1
"NCGC00181116-01",0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA
"NCGC00255481-01",NA,1,1,NA,1,1,NA,NA,0,NA,NA,NA
"NCGC00254380-01",NA,0,NA,NA,NA,NA,1,1,NA,1,1,NA
"NCGC00253992-01",0,0,0,NA,NA,NA,NA,NA,NA,0,1,NA
"NCGC00166397-02",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NCGC00255452-01",NA,0,NA,NA,NA,1,1,NA,1,1,NA,NA
"NCGC00254538-01",1,0,NA,1,NA,NA,NA,1,0,1,NA,NA
"NCGC00256325-01",NA,0,0,NA,NA,1,NA,NA,1,1,NA,NA
"NCGC00182704-01",NA,0,NA,1,NA,0,NA,NA,0,NA,NA,0
"NCGC00015647-05",1,NA,NA,NA,0,NA,NA,NA,1,NA,1,1
"NCGC00254304-01",1,0,NA,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00181016-01",0,0,NA,0,0,NA,NA,NA,0,NA,1,NA
"NCGC00255426-01",0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00255218-01",0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00257938-01",0,0,NA,NA,NA,NA,NA,NA,0,1,1,NA
"NCGC00258514-01",0,0,NA,NA,NA,NA,0,NA,NA,1,1,NA
"NCGC00167512-01",0,0,NA,1,0,NA,NA,NA,NA,NA,1,NA
"NCGC00159347-02",0,0,NA,0,0,0,NA,NA,0,NA,NA,NA
"NCGC00254603-01",0,0,NA,NA,NA,NA,NA,1,0,NA,NA,1
"NCGC00259897-01",0,0,NA,NA,NA,0,NA,1,0,NA,NA,NA
"NCGC00254167-01",0,0,NA,NA,NA,NA,0,NA,0,NA,1,NA
"NCGC00255230-01",NA,0,0,NA,NA,0,NA,NA,0,NA,1,NA
"NCGC00015455-03",NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA
"NCGC00256111-01",NA,0,NA,NA,NA,NA,1,1,NA,1,1,NA
"NCGC00257552-01",0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NCGC00259236-01",0,0,NA,NA,NA,NA,NA,NA,1,1,NA,1
"NCGC00255010-01",0,0,0,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00258902-01",NA,0,NA,NA,NA,NA,NA,NA,0,1,1,1
"NCGC00255171-01",0,0,NA,NA,NA,0,NA,1,NA,NA,NA,1
"NCGC00016800-01",NA,0,NA,1,0,NA,0,NA,0,NA,0,NA
"NCGC00095098-01",NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00181111-01",NA,0,0,1,NA,NA,NA,NA,0,NA,1,NA
"NCGC00094849-01",0,0,NA,0,NA,0,NA,NA,0,NA,NA,0
"NCGC00259201-01",1,0,0,NA,NA,NA,0,NA,NA,NA,1,NA
"NCGC00260272-01",0,0,NA,NA,NA,NA,NA,NA,0,NA,1,1
"NCGC00259903-01",NA,0,0,NA,1,1,NA,NA,0,NA,NA,NA
"NCGC00258113-01",NA,0,NA,1,NA,NA,NA,1,0,1,1,NA
"NCGC00254009-01",0,0,NA,NA,0,0,NA,NA,NA,NA,1,NA
"NCGC00257682-01",0,0,NA,NA,NA,NA,NA,1,0,NA,1,NA
"NCGC00260208-01",0,0,NA,1,NA,NA,NA,1,0,NA,1,NA
"NCGC00255713-01",NA,0,NA,NA,NA,1,NA,1,1,1,NA,NA
"NCGC00181319-01",NA,0,NA,1,NA,0,NA,NA,0,NA,1,1
"NCGC00181319-05",NA,0,NA,1,NA,0,NA,NA,0,NA,1,1
"NCGC00257290-01",NA,0,NA,NA,NA,NA,1,1,NA,1,1,NA
"NCGC00254897-01",1,0,NA,1,NA,0,NA,NA,NA,0,NA,NA
"NCGC00257670-01",NA,0,NA,NA,NA,0,NA,1,NA,NA,1,1
"NCGC00257340-01",0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA
"NCGC00095835-01",0,0,NA,1,0,NA,0,NA,0,NA,NA,NA
"NCGC00257491-01",0,0,NA,0,0,NA,NA,NA,0,NA,1,NA
"NCGC00016812-01",NA,0,NA,1,0,0,0,NA,0,NA,NA,NA
"NCGC00255264-01",0,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA
"NCGC00255761-01",NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA
"NCGC00259171-01",0,0,0,0,NA,0,NA,NA,0,NA,NA,NA
"NCGC00255972-01",0,0,NA,NA,NA,1,NA,1,NA,1,NA,NA
"NCGC00254809-01",NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,1
"NCGC00256451-01",NA,0,0,0,0,NA,NA,1,0,NA,NA,NA
"NCGC00159340-02",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA
"NCGC00254848-01",NA,0,NA,0,NA,NA,0,NA,0,1,1,NA
"NCGC00181290-01",0,1,1,NA,NA,NA,NA,NA,NA,0,NA,0
"NCGC00259096-01",NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,0
"NCGC00254176-01",0,0,NA,0,NA,1,NA,NA,0,NA,1,NA
"NCGC00260172-01",NA,0,NA,1,NA,NA,NA,1,0,0,1,NA
"NCGC00255309-01",0,0,NA,1,NA,NA,NA,NA,NA,0,NA,1
"NCGC00254035-01",0,0,NA,NA,0,NA,NA,NA,NA,1,NA,NA
"NCGC00249610-01",0,0,NA,0,0,0,NA,NA,0,NA,NA,NA
"NCGC00254890-01",0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA
"NCGC00259285-01",NA,NA,0,NA,1,NA,NA,NA,0,0,1,NA
"NCGC00255099-01",0,0,NA,0,NA,NA,NA,NA,NA,0,NA,1
"NCGC00257160-01",NA,0,NA,1,NA,1,NA,0,NA,1,1,NA
"NCGC00257950-01",0,0,NA,0,0,NA,NA,NA,0,NA,0,NA
"NCGC00260506-01",1,0,NA,NA,NA,NA,NA,0,0,NA,NA,1
"NCGC00259100-01",1,0,NA,1,NA,NA,0,NA,0,1,NA,NA
"NCGC00255338-01",NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA
"NCGC00258464-01",NA,0,NA,1,NA,0,NA,1,NA,0,1,NA
"NCGC00260031-01",0,0,NA,1,NA,0,NA,NA,NA,0,NA,1
"NCGC00255892-01",NA,0,0,1,NA,0,NA,1,NA,0,NA,NA
"NCGC00258795-01",0,0,0,1,1,NA,NA,NA,0,NA,NA,NA
"NCGC00257951-01",0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00182056-03",0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA
"NCGC00094791-01",NA,0,1,NA,NA,1,1,NA,1,NA,NA,1
"NCGC00091826-01",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00014648-01",1,0,0,NA,NA,0,NA,NA,0,NA,1,NA
"NCGC00255647-01",0,0,NA,NA,NA,1,NA,NA,0,1,1,NA
"NCGC00259116-01",1,0,NA,NA,1,NA,NA,NA,1,NA,1,1
"NCGC00094897-01",NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA
"NCGC00254812-01",0,0,NA,NA,NA,0,NA,1,0,NA,1,NA
"NCGC00166247-01",NA,0,NA,NA,NA,0,0,NA,NA,NA,1,1
"NCGC00260085-01",NA,0,NA,NA,0,0,NA,1,0,NA,NA,1
"NCGC00183121-01",NA,0,NA,NA,NA,1,1,NA,1,NA,1,1
"NCGC00013058-01",1,0,NA,NA,NA,0,NA,NA,0,NA,1,NA
"NCGC00181785-01",0,0,0,NA,NA,0,0,NA,0,NA,NA,NA
"NCGC00016423-03",0,0,NA,NA,NA,0,0,NA,1,NA,1,NA
"NCGC00260546-01",NA,0,NA,NA,NA,NA,1,1,0,1,1,NA
"NCGC00165846-02",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0
"NCGC00091034-02",0,0,0,NA,NA,0,0,NA,NA,NA,NA,1
"NCGC00254978-01",0,0,NA,NA,NA,NA,NA,NA,0,NA,1,1
"NCGC00091195-04",0,0,NA,NA,NA,0,0,NA,NA,NA,1,1
"NCGC00181136-01",NA,0,0,NA,NA,1,0,NA,0,NA,NA,NA
"NCGC00254381-01",0,0,NA,NA,NA,0,NA,1,NA,1,NA,NA
"NCGC00182968-01",0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00181782-02",0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA
"NCGC00165753-01",0,0,NA,NA,0,NA,NA,NA,0,NA,NA,1
"NCGC00091258-01",0,0,NA,NA,0,NA,NA,NA,1,NA,0,1
"NCGC00091258-02",0,0,NA,NA,0,NA,NA,NA,1,NA,0,1
"NCGC00167550-01",0,0,NA,0,NA,0,NA,NA,0,NA,NA,1
"NCGC00017257-09",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0
"NCGC00181021-01",0,NA,NA,NA,1,0,1,NA,NA,NA,NA,1
"NCGC00259257-01",NA,0,NA,NA,NA,1,NA,1,1,1,NA,1
"NCGC00017159-05",NA,0,0,NA,1,NA,1,NA,NA,NA,1,1
"NCGC00254922-01",0,0,NA,NA,1,1,NA,NA,0,NA,1,NA
"NCGC00181776-01",NA,0,NA,NA,NA,1,0,NA,1,NA,0,0
"NCGC00091387-01",1,0,1,NA,NA,NA,0,NA,NA,NA,NA,1
"NCGC00260233-01",0,0,NA,NA,1,1,NA,NA,0,NA,1,NA
"NCGC00167554-01",NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0
"NCGC00163509-01",1,0,NA,NA,1,0,NA,NA,1,NA,NA,NA
"NCGC00254404-01",NA,0,NA,1,NA,1,NA,NA,1,1,1,1
"NCGC00017358-05",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,1
"NCGC00255834-01",NA,0,1,NA,NA,1,1,NA,NA,1,NA,1
"NCGC00164446-01",NA,0,0,1,NA,0,1,NA,0,NA,1,NA
"NCGC00164543-01",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"NCGC00183875-01",0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"NCGC00168785-01",0,0,NA,NA,0,0,NA,NA,NA,NA,1,1
